Student_ID,Age,Attendance,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Project_Score,Total_Score,Study_Hours_per_Week,Sleep_Hours_per_Night,Stress_Level,Gender,Extracurricular_Activities,Internet_Access,Parent_Education,Family_Income
S3440,21,71.06,77.35,59.74,91.6,57.99,5.66,78.88,58.29,15.7,7.8,9,1,0,0,4,0
S3441,20,91.71,59.48,55.91,83.13,78.4,0.97,71.47,97.53,8.1,5.6,3,0,1,0,4,1
S3442,21,73.81,67.44,95.54,51.69,91.07,8.0,59.67,99.21,19.5,7.1,4,0,1,0,1,2
S3443,23,99.39,52.94,57.46,68.76,51.94,2.56,90.46,55.17,15.1,4.9,4,0,0,0,3,1
S3444,21,71.98,91.97,66.18,75.39,74.79,5.53,53.11,72.51,6.5,4.3,4,0,1,0,3,2
S3445,20,82.48,75.17,61.02,86.58,69.81,5.1,91.73,77.41,26.2,8.9,9,1,1,0,1,0
S3446,19,52.52,96.67,45.17,64.36,60.61,2.38,63.75,54.6,14.4,7.7,8,1,1,1,2,0
S3447,23,82.67,74.48,51.16,99.14,68.91,1.16,74.8,59.48,17.3,8.7,9,1,1,0,4,2
S3448,18,92.57,47.43,51.37,84.23,99.17,2.11,69.05,76.89,15.2,8.2,4,0,0,1,3,2
S3449,18,97.12,50.25,81.62,68.64,86.16,0.97,78.53,98.15,17.2,6.1,3,1,0,0,1,0
S3450,18,99.87,99.34,64.4,54.85,64.98,2.76,89.8,51.39,5.4,8.3,5,0,1,1,0,0
S3451,18,64.11,83.53,86.92,59.07,80.27,9.97,99.47,95.62,25.4,7.9,2,0,1,1,0,0
S3452,22,78.77,42.96,82.54,74.38,62.33,4.02,65.3,94.93,13.3,5.3,5,0,1,0,1,1
S3453,18,72.54,82.23,51.52,74.73,80.54,8.64,77.69,92.86,23.1,7.1,2,1,0,0,2,1
S3454,20,78.19,64.73,73.78,88.39,94.81,5.49,73.3,68.88,6.6,5.5,10,1,1,1,0,1
S3455,24,57.87,58.43,84.57,86.31,77.84,6.67,99.95,74.54,18.1,5.2,2,0,0,1,2,1
S3456,18,92.81,49.24,77.98,60.06,86.67,1.56,90.45,70.18,27.7,4.4,7,1,0,0,1,2
S3457,21,95.48,90.39,76.0,79.75,72.67,2.75,69.85,97.38,15.0,6.7,10,1,1,0,1,2
S3458,24,72.48,43.83,84.38,51.03,76.21,5.1,73.84,76.07,9.9,6.0,4,0,0,1,4,0
S3459,18,64.02,57.39,43.41,69.93,84.75,8.81,62.3,54.03,7.5,4.4,6,0,0,0,1,2
S3460,24,57.04,58.38,83.89,88.21,90.62,0.43,87.76,63.7,26.5,7.6,9,1,1,0,2,2
S3461,19,84.19,49.65,56.36,69.98,82.97,5.07,92.26,73.1,11.0,7.6,10,0,1,1,3,2
S3462,20,65.61,70.49,74.31,91.78,98.87,0.51,98.25,97.68,29.4,5.2,3,0,1,1,0,1
S3463,20,95.48,40.7,54.54,98.81,90.99,4.57,78.29,78.45,11.2,8.8,1,1,0,0,0,2
S3464,24,83.55,58.06,90.33,80.36,88.86,6.29,83.53,84.8,17.0,7.9,3,1,1,0,4,2
S3465,23,82.28,96.02,68.83,57.25,92.26,7.45,72.3,54.43,16.4,8.0,3,0,0,0,3,0
S3466,22,77.97,58.63,78.58,68.98,64.06,1.39,80.46,93.87,6.6,4.0,3,1,0,0,2,1
S3467,21,52.29,61.63,87.64,50.47,71.6,1.67,67.44,76.95,18.3,8.9,4,0,1,0,2,0
S3468,24,96.6,68.39,93.72,80.14,78.22,4.7,86.88,96.06,21.8,9.0,3,0,0,0,4,0
S3469,20,81.4,73.7,83.92,91.08,73.12,9.98,51.14,72.27,23.6,6.5,5,1,0,1,1,1
S3470,19,99.7,88.52,48.93,81.5,92.37,3.56,51.42,84.15,18.1,8.9,8,0,0,0,3,1
S3471,18,76.87,51.42,91.27,89.3,51.35,4.28,85.81,73.54,25.3,7.1,3,0,0,1,0,1
S3472,20,85.51,92.3,77.11,90.0,60.46,4.32,96.53,57.13,23.8,4.7,10,0,0,0,3,0
S3473,19,52.81,85.45,76.57,92.55,94.09,0.81,81.61,63.6,9.8,8.1,6,1,0,1,4,0
S3474,18,81.59,83.36,95.28,63.33,52.96,7.74,86.33,53.36,15.0,6.8,1,1,0,1,1,1
S3475,22,88.23,45.21,54.93,93.56,61.35,2.53,91.2,72.01,8.6,5.7,4,1,0,0,3,0
S3476,20,88.93,41.3,54.38,82.7,67.56,7.04,68.08,82.47,8.3,5.2,1,0,1,0,1,2
S3477,20,88.51,75.64,70.79,64.49,87.54,4.75,55.41,62.19,22.8,6.6,2,0,1,0,3,0
S3478,24,61.31,91.79,85.05,99.36,78.01,6.12,96.65,74.52,18.3,7.5,3,1,1,1,0,1
S3479,24,98.77,75.07,66.83,97.51,97.73,0.54,96.93,72.95,20.0,8.4,5,1,0,0,2,0
S3480,19,99.76,52.79,78.03,78.72,61.39,8.9,72.09,76.67,23.3,7.0,9,1,1,1,3,0
S3481,23,53.78,45.43,67.15,92.16,93.61,2.44,60.86,59.23,11.9,6.1,9,0,1,1,2,1
S3482,24,96.82,81.98,76.62,63.07,64.15,6.7,94.62,76.7,15.0,7.2,3,1,0,1,2,2
S3483,21,64.47,83.31,89.34,70.8,62.27,7.98,85.42,68.21,20.2,6.5,8,0,1,1,2,1
S3484,22,84.46,50.35,50.83,59.2,74.92,5.4,50.41,64.3,7.4,7.3,2,1,1,0,4,0
S3485,21,66.91,41.69,81.72,76.01,53.56,3.37,55.39,79.3,25.8,7.0,9,0,1,1,0,2
S3486,20,98.39,64.5,87.25,74.8,69.22,9.78,99.16,57.4,13.6,8.9,4,0,0,1,2,2
S3487,21,55.08,74.96,66.83,60.64,67.78,2.78,51.91,95.03,21.5,7.1,2,1,0,0,0,0
S3488,18,74.89,82.36,59.39,83.64,58.01,9.49,64.13,96.74,29.9,7.5,5,0,0,1,3,1
S3489,22,71.4,88.6,40.81,55.89,93.04,1.56,77.42,83.03,16.9,8.5,7,1,0,0,0,2
S3490,21,66.3,76.63,87.83,53.08,69.29,3.89,59.22,65.16,10.4,8.6,6,0,0,1,1,1
S3491,18,82.28,46.65,59.68,69.25,99.1,1.38,61.6,81.3,10.4,4.7,9,0,0,1,2,0
S3492,19,56.55,80.95,61.44,70.49,94.99,0.02,67.65,80.08,6.5,6.3,7,1,0,1,3,1
S3493,21,85.83,99.05,60.16,65.99,59.74,2.6,63.48,69.56,24.2,8.7,6,0,0,0,2,1
S3494,22,99.03,94.34,69.92,62.9,75.26,0.87,90.17,64.36,12.3,8.8,8,1,1,0,2,1
S3495,18,90.23,92.3,82.15,66.94,80.09,9.86,75.01,58.42,9.3,5.0,7,1,1,0,3,2
S3496,21,93.0,58.13,86.31,58.17,90.95,7.62,63.93,60.87,22.8,6.2,7,1,1,0,3,0
S3497,19,67.98,85.05,63.55,70.17,94.28,0.04,65.65,82.65,12.7,5.4,8,0,1,0,4,2
S3498,21,66.24,91.07,79.79,95.23,81.2,2.24,51.99,94.29,20.0,8.0,6,0,1,1,4,2
S3499,18,75.85,80.7,83.24,61.22,51.76,6.7,52.47,69.25,15.4,8.3,10,0,1,1,4,0
S3500,21,52.29,55.03,57.82,84.22,74.06,3.99,85.9,56.09,13.4,6.3,5,1,0,0,0,2
S3501,22,97.27,97.23,45.8,57.09,94.24,8.32,55.65,50.64,17.2,7.4,4,1,1,1,1,2
S3502,20,57.19,67.05,93.68,67.7,85.7,5.05,73.79,70.3,12.8,8.3,8,0,0,0,1,1
S3503,18,95.15,47.79,80.63,66.06,93.51,6.54,92.12,61.63,26.8,7.5,9,0,1,1,0,2
S3504,18,54.18,46.59,78.89,96.85,83.7,5.97,68.42,66.13,6.8,4.8,9,1,1,1,4,0
S3505,18,91.13,78.85,43.53,71.4,52.2,6.38,67.29,62.08,5.8,7.6,4,0,0,0,1,0
S3506,18,57.6,66.26,89.07,84.52,98.4,2.3,93.65,83.21,15.2,4.8,9,1,1,1,4,2
S3507,21,51.91,45.67,73.96,80.12,95.9,3.73,93.24,81.93,9.3,7.3,2,0,1,0,3,2
S3508,22,85.97,84.42,90.87,57.05,56.33,0.51,94.01,95.62,23.6,5.7,7,1,0,1,0,1
S3509,19,64.01,87.96,98.47,96.98,55.63,5.88,78.6,84.99,13.8,4.3,4,0,0,0,4,2
S3510,22,85.72,83.52,97.43,67.29,76.95,4.59,97.62,58.25,11.5,5.1,4,0,0,1,0,1
S3511,18,77.75,52.14,91.37,52.24,87.85,7.61,90.95,87.58,14.0,6.3,8,1,0,0,2,1
S3512,23,55.44,81.39,40.66,65.02,69.11,2.06,70.78,59.06,10.5,9.0,3,1,1,1,0,2
S3513,21,96.61,40.64,93.14,66.78,56.82,4.37,81.48,77.93,12.5,5.3,5,1,0,1,0,2
S3514,23,72.62,58.31,44.5,54.64,75.53,1.81,56.09,53.85,19.2,8.9,5,0,1,1,4,0
S3515,21,86.72,63.93,91.07,81.0,66.88,6.14,77.57,52.37,26.6,5.8,3,1,1,0,0,2
S3516,18,75.05,90.11,56.81,67.34,67.59,8.48,63.16,73.21,14.3,8.8,4,1,0,0,2,0
S3517,21,80.22,63.42,76.6,81.46,82.25,7.65,64.18,55.25,13.0,8.8,9,0,0,1,3,1
S3518,18,65.14,40.68,42.28,50.34,94.28,9.44,56.29,65.33,24.5,4.7,3,1,0,1,1,1
S3519,22,60.02,61.14,86.27,99.1,77.93,9.72,67.91,66.94,5.6,8.1,10,1,0,1,3,2
S3520,24,77.13,69.94,46.7,58.53,84.38,7.72,74.07,88.47,12.6,6.6,9,1,1,1,0,0
S3521,20,72.01,96.94,64.64,82.97,83.0,2.87,80.02,66.63,16.3,7.4,10,0,1,0,2,0
S3522,21,69.51,96.46,89.05,85.79,77.56,2.19,65.24,74.72,20.0,7.9,1,0,1,0,2,0
S3523,18,83.63,50.85,81.72,58.58,65.54,4.48,89.61,88.63,8.9,4.6,5,0,0,1,3,1
S3524,23,84.53,51.11,40.36,55.59,68.89,9.94,76.05,60.24,15.8,8.0,5,1,0,1,4,0
S3525,18,52.3,49.8,64.18,57.63,65.79,4.13,81.9,90.24,19.2,5.5,9,0,1,1,1,1
S3526,23,66.94,87.34,42.52,62.34,95.87,1.99,63.91,91.59,17.8,7.7,8,1,1,0,0,1
S3527,21,70.59,40.36,80.41,58.41,91.33,9.44,90.71,99.44,19.4,6.9,7,1,0,0,0,2
S3528,19,54.84,47.63,98.14,83.7,78.97,3.86,81.21,72.2,21.6,7.4,1,1,1,0,3,2
S3529,23,61.8,72.28,79.32,71.04,95.61,6.91,93.12,68.53,14.5,7.1,7,0,0,1,2,1
S3530,18,52.58,54.85,53.46,76.89,94.32,7.88,58.0,85.1,6.6,8.1,2,0,0,1,2,2
S3531,21,99.81,45.54,61.31,52.37,96.38,8.43,69.03,52.91,6.4,8.5,9,1,0,1,4,2
S3532,18,86.83,61.59,98.6,93.06,61.09,8.21,55.65,51.99,26.5,6.2,3,1,0,0,1,1
S3533,19,54.37,56.45,53.44,58.53,85.88,8.36,60.78,66.75,21.9,6.0,9,0,1,0,0,1
S3534,20,51.01,70.67,73.69,68.01,80.46,6.68,69.73,86.48,24.1,5.2,5,0,0,0,3,0
S3535,24,85.96,98.75,64.03,53.6,86.69,4.04,94.73,55.82,28.2,8.1,4,0,1,0,4,0
S3536,24,71.96,47.46,86.1,56.84,63.17,6.67,77.85,81.78,23.8,8.8,5,1,1,0,1,2
S3537,19,89.34,62.36,92.04,83.29,84.74,8.37,66.52,63.48,22.3,5.0,2,0,1,0,0,2
S3538,22,96.17,95.92,60.45,84.63,70.49,3.51,87.34,82.58,21.4,6.3,8,0,1,0,1,1
S3539,21,79.97,92.61,79.62,83.85,91.7,2.97,50.98,72.85,11.5,7.9,8,0,1,0,0,0
S3540,19,59.36,63.66,72.94,77.61,89.77,3.44,68.5,55.76,28.9,7.2,8,1,0,1,1,0
S3541,20,89.11,81.94,56.71,97.63,60.57,5.51,80.04,62.36,18.6,8.1,8,0,1,1,1,1
S3542,18,97.79,45.27,56.32,75.36,59.19,0.52,79.16,60.99,10.6,4.1,7,1,1,0,3,1
S3543,21,79.01,82.75,72.32,72.47,85.89,7.79,80.38,58.23,10.2,8.6,2,1,1,0,4,1
S3544,23,84.1,98.37,49.24,62.38,77.52,1.39,60.58,73.42,25.4,4.3,8,1,1,0,2,0
S3545,19,66.87,72.25,88.65,54.94,77.86,1.33,66.85,97.73,11.3,6.2,6,0,0,0,1,1
S3546,20,69.08,69.91,44.14,77.41,87.63,1.98,96.58,82.9,6.0,5.4,5,0,1,1,3,2
S3547,19,86.73,51.24,45.67,65.74,92.75,5.77,98.7,91.8,15.7,8.6,2,0,0,1,2,0
S3548,22,96.39,78.03,60.53,76.2,61.95,2.86,65.6,99.05,25.4,5.4,3,1,1,1,4,1
S3549,24,81.45,75.43,47.09,60.31,77.78,3.68,82.23,77.03,15.4,5.9,4,0,0,0,4,2
S3550,24,89.49,79.12,68.54,91.91,91.45,9.32,62.06,61.9,25.1,8.4,4,1,1,0,1,0
S3551,21,58.58,41.56,63.98,99.98,93.64,8.47,68.43,96.39,25.7,6.7,5,0,1,0,0,1
S3552,18,60.6,72.92,83.31,66.12,64.37,8.52,89.62,84.95,26.4,8.5,2,0,0,1,4,2
S3553,20,76.6,75.7,97.18,92.12,55.21,5.78,75.06,97.95,19.7,7.3,9,0,0,1,3,1
S3554,19,58.83,52.45,85.21,93.65,61.64,8.66,92.48,82.55,22.5,4.4,9,0,0,1,1,2
S3555,21,81.75,52.5,50.77,99.8,97.27,7.79,81.44,88.76,11.5,6.2,9,1,0,0,4,0
S3556,19,64.58,56.57,96.13,67.14,73.12,9.53,81.45,94.53,7.5,4.9,5,1,1,0,1,0
S3557,21,89.58,82.7,63.53,87.8,70.93,0.64,51.69,87.96,18.3,4.3,4,1,1,1,0,0
S3558,24,90.41,76.38,68.45,61.44,50.65,0.29,87.48,78.13,5.3,5.9,9,1,1,1,4,1
S3559,22,73.19,90.75,65.29,81.24,52.55,1.75,98.89,73.6,16.6,8.5,8,0,0,1,1,0
S3560,19,59.04,57.74,56.83,85.24,83.43,9.29,73.65,91.17,7.6,4.6,7,1,1,0,3,2
S3561,22,82.34,94.72,93.7,87.06,79.49,6.06,57.93,88.6,7.7,4.0,5,1,0,0,4,1
S3562,23,99.64,84.62,59.93,60.36,78.78,4.26,98.85,68.32,26.8,8.7,8,1,0,1,0,2
S3563,23,81.13,63.7,74.72,92.44,55.52,5.13,64.51,74.92,21.0,6.7,5,0,1,1,2,2
S3564,24,51.79,45.72,54.4,71.05,67.6,8.3,70.46,81.75,21.1,6.8,2,1,1,0,2,2
S3565,20,50.86,55.42,87.84,60.82,90.62,9.29,53.87,51.42,15.1,8.6,6,1,0,1,1,1
S3566,22,66.02,97.41,86.45,77.13,58.75,7.3,55.54,62.38,15.3,7.5,2,0,1,0,4,2
S3567,21,59.79,58.62,57.78,93.17,94.13,7.6,60.83,62.51,12.6,8.1,10,0,0,0,4,2
S3568,20,90.65,59.79,80.89,98.35,56.07,3.2,77.42,94.16,15.9,7.9,9,1,0,1,0,0
S3569,19,92.24,51.38,82.23,87.41,58.46,4.67,77.89,66.57,19.7,7.1,7,1,1,0,2,1
S3570,19,62.93,88.41,73.75,50.28,73.89,8.85,80.31,77.26,9.7,7.4,3,0,0,1,3,0
S3571,21,66.28,56.54,76.04,56.74,97.26,7.86,79.19,91.58,11.5,6.8,10,1,0,0,2,2
S3572,18,61.81,59.82,74.47,53.81,66.48,6.84,74.76,62.98,17.4,5.8,8,0,1,0,4,2
S3573,18,95.42,64.86,44.91,55.06,82.91,0.65,90.1,56.19,14.6,5.4,1,1,1,0,3,1
S3574,19,75.13,66.02,80.22,69.15,79.43,0.4,96.69,97.42,25.5,4.9,9,1,1,0,3,2
S3575,24,82.81,64.68,68.19,66.92,57.48,1.3,63.49,85.23,25.5,5.8,7,1,0,0,0,1
S3576,24,70.77,70.22,66.31,55.68,62.41,5.81,56.51,58.85,13.4,6.9,10,1,0,0,1,2
S3577,21,81.55,88.87,91.6,94.11,96.51,5.36,71.25,90.99,16.3,6.9,2,1,0,0,1,2
S3578,18,69.29,89.16,41.39,80.77,59.24,9.43,51.32,89.36,29.4,7.4,8,0,0,0,0,0
S3579,22,66.98,87.9,55.08,89.82,84.75,6.95,94.17,91.88,25.7,8.4,6,0,0,0,4,2
S3580,19,81.72,46.07,47.28,68.58,98.23,2.94,61.99,63.81,10.4,7.3,6,1,0,0,4,0
S3581,23,79.55,87.98,42.12,70.51,55.98,1.61,77.46,72.43,12.0,4.9,4,1,0,1,1,0
S3582,22,64.68,47.22,56.54,65.88,69.96,8.5,55.75,84.68,7.1,4.1,5,1,1,0,2,2
S3583,21,57.47,47.48,99.31,71.92,61.2,4.6,77.66,69.53,21.9,5.0,9,0,1,0,0,0
S3584,23,68.43,96.87,56.21,80.52,61.08,6.53,51.95,53.5,12.9,8.5,7,0,0,1,2,1
S3585,22,70.76,89.16,79.82,74.65,55.95,5.65,88.44,56.82,18.4,6.8,1,0,1,1,0,0
S3586,18,81.43,73.14,47.1,91.9,82.48,1.07,97.77,79.86,24.2,8.2,2,0,1,1,0,1
S3587,24,95.73,92.5,76.11,95.01,87.32,0.57,65.35,68.76,25.9,5.2,1,0,0,1,1,0
S3588,18,51.81,99.36,99.07,73.48,83.84,3.77,62.91,50.27,13.1,7.5,9,0,0,1,1,0
S3589,23,62.18,76.64,57.51,61.99,96.23,3.62,72.4,88.34,10.9,7.7,10,0,1,1,2,0
S3590,20,59.69,76.77,90.88,97.26,57.28,6.74,81.0,70.84,26.2,8.0,1,0,0,0,4,2
S3591,24,75.11,85.27,99.85,86.75,65.99,6.32,59.45,65.69,14.5,6.7,3,1,0,0,3,2
S3592,19,71.49,53.93,75.31,82.01,67.23,9.69,90.17,85.68,25.5,8.0,6,0,0,1,2,2
S3593,23,86.45,50.03,58.56,87.27,61.6,8.58,59.93,72.76,8.7,8.7,6,0,1,1,0,2
S3594,21,62.12,85.57,80.41,53.8,57.11,4.97,50.27,84.74,27.8,8.8,9,0,1,1,3,1
S3595,19,79.72,60.69,90.69,53.38,74.34,5.0,76.21,50.66,17.1,4.6,9,0,0,1,3,0
S3596,22,94.19,48.1,50.28,57.66,91.72,6.74,55.76,50.47,9.3,7.1,4,1,1,1,3,2
S3597,24,95.53,58.89,67.15,57.37,97.73,1.14,84.91,78.0,18.4,4.6,1,0,1,0,3,0
S3598,21,97.94,61.52,59.15,71.03,56.47,10.0,58.37,99.11,26.8,8.6,10,1,1,0,3,2
S3599,21,88.66,97.91,57.0,57.87,91.16,5.19,90.87,63.62,14.7,8.8,9,1,0,1,2,1
S3600,18,95.3,81.88,91.65,92.73,91.23,9.1,73.52,84.14,9.5,6.5,2,1,0,1,1,0
S3601,22,61.73,71.85,65.3,78.9,69.45,9.67,78.31,58.61,19.4,8.8,10,0,0,1,1,1
S3602,18,59.88,98.13,60.34,68.41,55.5,5.82,59.33,65.58,25.9,7.8,10,0,0,1,0,2
S3603,18,50.32,94.19,76.21,53.48,99.5,1.03,57.33,53.9,8.0,7.5,4,0,0,0,4,0
S3604,24,85.34,70.72,53.16,79.55,82.78,5.73,81.56,94.04,6.0,6.9,7,1,0,1,2,2
S3605,20,96.87,94.34,53.79,55.83,99.11,5.98,62.77,65.52,6.4,6.0,2,1,0,0,3,2
S3606,18,59.35,64.26,71.22,87.16,74.18,7.89,69.3,61.52,10.8,8.8,9,1,0,0,1,1
S3607,19,81.85,53.83,64.56,90.14,69.76,0.48,73.97,86.53,5.2,5.0,5,1,1,0,0,1
S3608,21,87.32,53.96,57.7,77.2,62.36,4.66,61.48,59.97,15.7,8.0,10,0,0,0,3,0
S3609,24,96.38,79.74,43.24,57.48,99.18,9.23,89.77,62.01,22.4,5.8,9,0,1,0,0,2
S3610,18,82.34,70.06,71.25,89.34,62.66,9.91,96.97,55.18,22.8,7.8,9,0,1,0,3,0
S3611,23,98.51,79.54,89.0,65.39,51.19,1.91,71.59,98.14,20.9,4.8,8,1,0,0,3,0
S3612,19,67.23,81.16,91.08,61.13,75.62,8.71,95.88,62.38,12.4,5.9,3,1,1,0,1,2
S3613,22,67.5,41.34,54.13,73.53,68.85,1.46,94.13,99.78,23.4,8.7,9,0,0,0,1,1
S3614,21,77.15,43.24,75.98,96.13,63.07,8.41,58.3,58.81,19.4,6.8,3,0,0,0,3,0
S3615,24,69.18,71.96,91.35,64.87,81.73,2.77,58.67,51.03,26.5,6.5,9,1,1,1,1,0
S3616,23,50.07,51.46,64.52,95.28,68.21,9.6,73.87,94.78,17.0,7.8,2,0,0,1,2,0
S3617,24,86.59,77.95,95.93,52.68,70.11,6.95,76.29,79.0,9.5,6.1,7,0,1,0,3,2
S3618,24,87.59,73.13,94.18,54.18,51.15,3.99,67.06,67.57,20.9,6.5,2,1,1,1,1,0
S3619,23,87.35,75.15,52.49,84.93,79.45,2.81,65.65,75.67,8.8,6.8,5,1,1,1,0,1
S3620,22,67.25,58.15,55.54,59.53,56.1,2.35,71.57,63.04,29.1,8.9,2,1,1,1,0,1
S3621,23,76.11,78.39,50.83,65.83,60.69,6.81,84.52,81.74,22.6,8.0,8,0,0,1,0,2
S3622,19,68.0,89.77,51.76,56.82,85.86,8.96,54.22,80.82,23.9,4.2,2,1,0,0,4,2
S3623,24,50.8,99.88,94.47,66.61,65.66,7.55,85.53,54.01,22.0,7.9,9,0,0,0,0,2
S3624,22,78.12,90.31,95.87,64.02,58.16,8.35,96.31,95.53,7.4,6.5,2,0,0,0,0,2
S3625,24,56.19,73.45,43.11,86.82,78.87,7.81,88.18,73.03,16.6,5.2,4,1,1,1,2,1
S3626,23,54.0,51.61,75.62,85.1,60.75,9.79,59.58,59.76,21.3,8.3,7,0,1,1,2,2
S3627,22,87.77,80.89,73.85,97.75,63.55,7.58,54.37,65.37,10.7,5.4,9,1,1,1,4,0
S3628,22,50.48,96.26,63.43,86.22,81.07,2.1,74.52,93.31,22.0,5.6,3,1,0,0,2,1
S3629,18,97.95,52.71,77.9,84.74,86.99,7.92,97.82,69.16,25.5,4.3,2,0,0,0,1,2
S3630,18,75.76,55.36,96.84,84.71,86.98,3.22,90.95,78.1,11.9,8.9,6,0,1,1,0,2
S3631,18,99.15,48.94,50.22,94.15,74.11,9.96,78.14,97.38,10.0,8.0,1,1,0,0,1,0
S3632,23,52.9,84.2,47.22,64.81,72.71,3.77,57.15,82.59,27.1,4.7,5,1,0,0,4,1
S3633,21,79.18,64.39,42.0,65.0,89.38,2.93,85.69,83.79,5.1,6.4,8,1,1,1,1,1
S3634,19,67.47,43.76,61.83,87.06,59.65,2.39,90.65,62.43,11.4,5.7,3,1,0,1,1,0
S3635,23,92.17,92.5,60.26,61.44,57.61,6.59,96.75,83.41,15.2,4.2,5,1,1,0,1,0
S3636,24,68.06,73.46,65.85,95.6,83.23,1.09,80.61,69.69,21.8,8.6,9,1,0,1,2,2
S3637,18,63.02,59.87,70.2,76.74,70.48,9.54,75.72,95.55,29.9,8.2,1,0,1,0,0,0
S3638,22,92.88,60.64,85.47,65.01,85.5,2.94,80.96,56.48,14.3,8.9,9,0,0,0,1,0
S3639,23,68.73,57.42,63.53,88.8,62.83,2.95,97.16,64.28,28.7,5.2,1,0,0,0,3,0
S3640,22,50.84,67.33,59.84,65.62,66.24,0.46,81.41,53.3,14.2,7.5,4,0,1,1,0,1
S3641,24,69.51,60.22,89.61,98.16,94.83,2.46,62.88,69.05,22.4,4.6,1,1,1,1,0,1
S3642,22,82.73,72.88,90.99,99.15,71.08,4.19,81.81,57.42,9.1,6.2,8,0,0,1,3,0
S3643,22,62.72,86.41,53.97,83.34,79.55,3.7,93.99,92.26,16.5,8.2,7,0,0,0,4,0
S3644,20,71.6,80.47,58.88,55.68,55.33,2.73,78.35,96.25,26.8,4.0,3,1,1,1,4,1
S3645,21,52.84,57.67,89.51,63.16,58.94,0.41,75.13,83.47,13.0,6.4,5,0,0,1,0,0
S3646,19,79.4,71.72,44.76,75.77,51.79,3.01,86.67,55.17,7.6,6.2,2,1,0,1,2,0
S3647,19,87.81,90.41,59.55,92.57,71.22,7.78,83.05,67.08,18.1,7.5,10,1,1,0,4,1
S3648,18,70.67,44.09,66.9,59.24,99.45,4.39,52.83,98.22,16.0,5.2,5,1,1,0,4,0
S3649,20,71.01,44.7,51.22,55.22,93.69,2.91,86.27,56.82,10.7,4.9,5,1,0,1,1,0
S3650,23,54.41,73.37,50.79,53.72,81.65,3.05,70.38,77.82,27.6,7.3,9,1,1,1,1,1
S3651,23,60.1,78.35,65.49,75.35,93.05,5.54,97.04,67.65,20.0,7.2,5,0,1,0,4,2
S3652,19,57.73,52.68,85.27,94.24,79.71,3.02,98.54,99.96,13.7,7.8,2,0,1,1,2,0
S3653,21,74.08,84.71,90.41,52.12,68.44,6.31,72.44,64.27,29.9,5.2,3,0,0,0,1,0
S3654,22,76.46,78.78,98.75,60.62,58.68,9.89,98.44,52.39,8.4,4.1,6,1,0,0,2,0
S3655,24,97.45,95.4,44.44,84.66,82.65,0.41,65.54,85.11,26.2,8.4,1,0,0,1,0,2
S3656,18,53.66,50.14,53.0,91.29,59.65,1.69,84.13,66.34,10.8,5.0,6,0,1,1,2,1
S3657,21,79.99,85.08,85.4,90.37,70.87,1.79,53.75,82.88,11.0,6.1,5,0,1,1,1,1
S3658,19,76.32,45.02,72.44,89.25,91.29,4.47,57.25,55.23,17.5,6.3,2,0,1,0,3,1
S3659,20,75.81,73.92,59.66,56.49,56.46,0.41,93.23,76.15,21.5,4.9,2,1,0,0,2,1
S3660,18,93.66,73.11,52.34,69.86,56.45,4.78,94.69,68.76,22.3,6.6,2,0,1,1,4,0
S3661,19,60.28,63.3,56.83,99.24,61.22,9.29,76.63,76.84,5.6,8.6,3,1,1,0,2,2
S3662,23,52.04,90.67,65.76,99.44,77.6,0.12,66.99,92.67,12.2,5.4,10,1,1,1,2,2
S3663,18,83.61,40.26,50.63,80.12,62.59,3.65,72.55,98.64,21.5,6.6,2,0,0,0,2,1
S3664,19,67.26,71.21,97.85,85.46,75.16,7.61,93.48,87.66,27.2,5.5,3,1,1,1,4,1
S3665,23,50.88,53.03,46.46,97.56,65.1,1.54,60.55,88.34,21.7,8.9,9,1,0,1,2,0
S3666,24,62.57,84.61,99.13,72.5,75.31,0.78,64.74,76.45,11.6,5.1,3,1,0,0,3,1
S3667,23,65.47,42.58,90.51,56.84,63.88,6.31,89.27,54.87,17.7,4.5,7,1,1,1,4,1
S3668,22,80.84,89.89,65.39,83.45,99.0,0.1,96.76,83.35,21.2,4.7,3,1,0,1,3,1
S3669,20,58.63,90.29,84.39,98.01,74.64,8.02,54.65,57.39,8.4,5.8,6,1,0,1,3,1
S3670,22,70.65,89.97,80.29,84.86,87.18,0.67,90.19,62.28,18.6,6.8,9,1,0,1,3,2
S3671,19,74.12,49.15,52.8,90.17,85.03,5.24,82.25,85.38,16.8,7.3,6,0,0,0,4,1
S3672,24,72.96,77.82,60.34,71.14,74.53,7.4,61.54,82.85,13.4,6.8,4,0,0,1,1,1
S3673,21,98.7,40.86,70.79,54.82,61.94,2.42,87.79,65.72,20.6,8.5,5,1,0,0,4,0
S3674,24,52.28,90.88,78.27,58.44,75.54,1.04,86.4,88.6,20.9,5.8,8,1,0,1,2,1
S3675,24,97.55,83.38,72.57,99.13,84.05,1.76,57.1,96.97,29.3,7.6,8,0,1,1,3,1
S3676,24,79.1,71.87,68.38,74.66,73.0,8.55,75.11,77.26,15.7,5.3,7,0,0,1,2,0
S3677,22,89.79,83.84,66.59,50.6,54.1,7.06,87.91,83.88,18.3,7.4,5,0,1,1,3,0
S3678,21,71.52,45.66,69.9,97.77,50.9,1.98,59.58,63.59,8.9,8.6,9,0,0,1,3,1
